patch_file,old_file,new_file,old_hunk_file,new_hunk_file,old_loc,new_loc,old_log,new_log,action_type
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_dbm.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_dbm.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_9.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_9.cpp,308,308,"r(APLOG_MARK, APLOG_NOERRNO|APLOG_ERR, 0, r,
                          ""user %s not in right group: %s"",
                          user, r->filename);","r(APLOG_MARK, APLOG_ERR, 0, r,
                          ""user %s not in right group: %s"",
                          user, r->filename);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_10.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_10.cpp,241,241,"ap_log_error(APLOG_MARK, APLOG_STARTUP | APLOG_NOERRNO, 0, NULL, 
                  ""Digest: cleaning up shared memory"");","ap_log_error(APLOG_MARK, APLOG_STARTUP, 0, NULL, 
                  ""Digest: cleaning up shared memory"");",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_11.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_11.cpp,267,267,"ap_log_error(APLOG_MARK, APLOG_NOERRNO|APLOG_NOTICE, 0, s,
                 ""Digest: generating secret for digest authentication ..."");","ap_log_error(APLOG_MARK, APLOG_NOTICE, 0, s,
                 ""Digest: generating secret for digest authentication ..."");",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_12.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_12.cpp,278,278,"ap_log_error(APLOG_MARK, APLOG_CRIT, status, s,
                     ""Digest: error generating secret: %s"", 
                     apr_strerror(status, buf, sizeof(buf)));","ap_log_error(APLOG_MARK, APLOG_CRIT, status, s,
                     ""Digest: error generating secret: %s"", 
                     apr_strerror(status, buf, sizeof(buf)));",2
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_12.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_12.cpp,284,284,"r(APLOG_MARK, APLOG_NOERRNO|APLOG_NOTICE, 0, s, ""Digest: done"");","r(APLOG_MARK, APLOG_NOTICE, 0, s, ""Digest: done"");",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_13.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_13.cpp,512,512,"ap_log_error(APLOG_MARK, APLOG_NOERRNO|APLOG_WARNING, 0, cmd->server,
                     ""Digest: WARNING: qop `auth-int' currently only works ""
                     ""correctly for responses with no entity"");","ap_log_error(APLOG_MARK, APLOG_WARNING, 0, cmd->server,
                     ""Digest: WARNING: qop `auth-int' currently only works ""
                     ""correctly for responses with no entity"");",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_14.cpp,559,559,"ap_log_error(APLOG_MARK, APLOG_NOERRNO|APLOG_WARNING, 0,
                     cmd->server, ""Digest: WARNING: nonce-count checking ""
                     ""is not supported on platforms without shared-memory ""
                     ""support - disabling check"");","ap_log_error(APLOG_MARK, APLOG_WARNING, 0,
                     cmd->server, ""Digest: WARNING: nonce-count checking ""
                     ""is not supported on platforms without shared-memory ""
                     ""support - disabling check"");",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_14.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_14.cpp,572,572,"ap_log_error(APLOG_MARK, APLOG_NOERRNO|APLOG_WARNING, 0,
                         cmd->server, ""Digest: WARNING: algorithm `MD5-sess' ""
                         ""is not supported on platforms without shared-memory ""
                         ""support - reverting to MD5"");","ap_log_error(APLOG_MARK, APLOG_WARNING, 0,
                         cmd->server, ""Digest: WARNING: algorithm `MD5-sess' ""
                         ""is not supported on platforms without shared-memory ""
                         ""support - reverting to MD5"");",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_15.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_15.cpp,634,634,"ap_log_error(APLOG_MARK, APLOG_NOERRNO|APLOG_DEBUG, 0, cmd->server,
                 ""Digest: Set shmem-size: %ld, num-buckets: %ld"", shmem_size,
                 num_buckets);","ap_log_error(APLOG_MARK, APLOG_DEBUG, 0, cmd->server,
                 ""Digest: Set shmem-size: %ld, num-buckets: %ld"", shmem_size,
                 num_buckets);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_16.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_16.cpp,750,750,"ap_log_rerror(APLOG_MARK, APLOG_NOERRNO|APLOG_DEBUG, 0, r,
                      ""get_client(): client %lu found"", key);","ap_log_rerror(APLOG_MARK, APLOG_DEBUG, 0, r,
                      ""get_client(): client %lu found"", key);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_16.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_16.cpp,754,754,"ap_log_rerror(APLOG_MARK, APLOG_NOERRNO|APLOG_DEBUG, 0, r,
                      ""get_client(): client %lu not found"", key);","ap_log_rerror(APLOG_MARK, APLOG_DEBUG, 0, r,
                      ""get_client(): client %lu not found"", key);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_17.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_17.cpp,826,826,"ap_log_error(APLOG_MARK, APLOG_NOERRNO|APLOG_INFO, 0, s,
                     ""Digest: gc'd %ld client entries. Total new clients: ""
                     ""%ld; Total removed clients: %ld; Total renewed clients: ""
                     ""%ld"", num_removed,
                     client_list->num_created - client_list->num_renewed,
                     client_list->num_removed, client_list->num_renewed);","ap_log_error(APLOG_MARK, APLOG_INFO, 0, s,
                     ""Digest: gc'd %ld client entries. Total new clients: ""
                     ""%ld; Total removed clients: %ld; Total renewed clients: ""
                     ""%ld"", num_removed,
                     client_list->num_created - client_list->num_renewed,
                     client_list->num_removed, client_list->num_renewed);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_18.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_18.cpp,849,849,"ap_log_error(APLOG_MARK, APLOG_NOERRNO|APLOG_DEBUG, 0, s,
                 ""allocated new client %lu"", key);","ap_log_error(APLOG_MARK, APLOG_DEBUG, 0, s,
                 ""allocated new client %lu"", key);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_19.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_19.cpp,1468,1469,"ap_log_rerror(APLOG_MARK, APLOG_NOERRNO|APLOG_ERR, 0, r,
                      ""Digest: invalid nc %s received - not a number"", snc);","ap_log_rerror(APLOG_MARK, APLOG_ERR, 0, r,
                      ""Digest: invalid nc %s received - not a number"", snc);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_19.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_19.cpp,1478,1479,"ap_log_rerror(APLOG_MARK, APLOG_NOERRNO|APLOG_ERR, 0, r,
                      ""Digest: Warning, possible replay attack: nonce-count ""
                      ""check failed: %lu != %lu"", nc,
                      resp->client->nonce_count);","ap_log_rerror(APLOG_MARK, APLOG_ERR, 0, r,
                      ""Digest: Warning, possible replay attack: nonce-count ""
                      ""check failed: %lu != %lu"", nc,
                      resp->client->nonce_count);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_20.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_20.cpp,1497,1498,"ap_log_rerror(APLOG_MARK, APLOG_NOERRNO|APLOG_ERR, 0, r,
                      ""Digest: invalid nonce %s received - length is not %d"",
                      resp->nonce, NONCE_LEN);","ap_log_rerror(APLOG_MARK, APLOG_ERR, 0, r,
                      ""Digest: invalid nonce %s received - length is not %d"",
                      resp->nonce, NONCE_LEN);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_21.cpp,1512,1513,"ap_log_rerror(APLOG_MARK, APLOG_NOERRNO|APLOG_ERR, 0, r,
                      ""Digest: invalid nonce %s received - hash is not %s"",
                      resp->nonce, hash);","ap_log_rerror(APLOG_MARK, APLOG_ERR, 0, r,
                      ""Digest: invalid nonce %s received - hash is not %s"",
                      resp->nonce, hash);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_21.cpp,1521,1522,"ap_log_rerror(APLOG_MARK, APLOG_NOERRNO|APLOG_ERR, 0, r,
                      ""Digest: invalid nonce %s received - user attempted ""
                      ""time travel"", resp->nonce);","ap_log_rerror(APLOG_MARK, APLOG_ERR, 0, r,
                      ""Digest: invalid nonce %s received - user attempted ""
                      ""time travel"", resp->nonce);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_21.cpp,1530,1531,"ap_log_rerror(APLOG_MARK, APLOG_NOERRNO|APLOG_INFO, 0,r,
                          ""Digest: user %s: nonce expired (%.2f seconds old ""
                          ""- max lifetime %.2f) - sending new nonce"", 
                          r->user, ((double)dt)/APR_USEC_PER_SEC, 
                          ((double)(conf->nonce_lifetime))/APR_USEC_PER_SEC);","ap_log_rerror(APLOG_MARK, APLOG_INFO, 0,r,
                          ""Digest: user %s: nonce expired (%.2f seconds old ""
                          ""- max lifetime %.2f) - sending new nonce"", 
                          r->user, ((double)dt)/APR_USEC_PER_SEC, 
                          ((double)(conf->nonce_lifetime))/APR_USEC_PER_SEC);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_21.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_21.cpp,1541,1542,"ap_log_rerror(APLOG_MARK, APLOG_NOERRNO|APLOG_INFO, 0, r,
                          ""Digest: user %s: one-time-nonce mismatch - sending ""
                          ""new nonce"", r->user);","ap_log_rerror(APLOG_MARK, APLOG_INFO, 0, r,
                          ""Digest: user %s: one-time-nonce mismatch - sending ""
                          ""new nonce"", r->user);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_22.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_22.cpp,1674,1675,"ap_log_rerror(APLOG_MARK, APLOG_NOERRNO|APLOG_ERR, 0, r,
                      ""Digest: need AuthName: %s"", r->uri);","ap_log_rerror(APLOG_MARK, APLOG_ERR, 0, r,
                      ""Digest: need AuthName: %s"", r->uri);",3
httpd-2.0.36_diff_httpd-2.0.39,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.36/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/repos/httpd-2.0.39/modules/aaa/mod_auth_digest.c,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_old_hunk_23.cpp,/usr/info/code/cpp/LogMonitor/LogMonitor/second/download/httpd/gumtree/httpd_new_hunk_23.cpp,1704,1705,"ap_log_rerror(APLOG_MARK, APLOG_NOERRNO|APLOG_ERR, 0, r,
                          ""Digest: client used wrong authentication scheme ""
                          ""`%s': %s"", resp->scheme, r->uri);","ap_log_rerror(APLOG_MARK, APLOG_ERR, 0, r,
                          ""Digest: client used wrong authentication scheme ""
                          ""`%s': %s"", resp->scheme, r->uri);",3
