sha,message,issue,file_name,old_file,new_file,patch_file,old_hunk_file,new_hunk_file,old_hunk_loc,new_hunk_loc,old_loc,new_loc,old_log,new_log,action_type,old_log_file,new_log_file,old_function_file,old_fucntion_loc,new_function_file,new_function_loc
fc7ecd8d359160c5b74aa86c09eefdf4e9e2d653,AOF check utility: ability to check files with RDB preamble.,[],src/redis-check-aof.c,second/download/redis/redis-old-new/redis-old-new/antirez_redis_old_file_15.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_new_file_15.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_patch_15.cpp,second/download/redis/redis-gumtree/antirez_redis_old_hunk_21.cpp,second/download/redis/redis-gumtree/antirez_redis_new_hunk_21.cpp,185,180,189,196,,"printf(""RDB preamble is OK, proceding with AOF tail...\n"");",7,second/download/redis/redis-gumtree/antirez_redis_old_new_old_log_10.cpp,second/download/redis/redis-gumtree/antirez_redis_old_new_new_log_10.cpp,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_old_function_10.cpp,41,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_new_function_10.cpp,53
26e638a8e917608d8e75b07e5e941c7a24462c4d,"redis-cli --latency: ability to run non interactively.

This feature was proposed by @rosmo in PR #2643 and later redesigned
in order to fit better with the other options for non-interactive modes
of redis-cli. The idea is basically to allow to collect latency
information in scripts, cron jobs or whateever, just running for a
limited time and then producing a single output.",[u'https://gitlab.kitware.com/cmake/cmake/issues/2643'],src/redis-cli.c,second/download/redis/redis-old-new/redis-old-new/antirez_redis_old_file_18.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_new_file_18.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_patch_18.cpp,second/download/redis/redis-gumtree/antirez_redis_old_hunk_24.cpp,second/download/redis/redis-gumtree/antirez_redis_new_hunk_24.cpp,1472,1478,1476,1482,,"printf(""min: %lld, max: %lld, avg: %.2f (%lld samples)"",
                min, max, avg, count);",7,second/download/redis/redis-gumtree/antirez_redis_old_new_old_log_11.cpp,second/download/redis/redis-gumtree/antirez_redis_old_new_new_log_11.cpp,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_old_function_11.cpp,-1,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_new_function_11.cpp,2
26e638a8e917608d8e75b07e5e941c7a24462c4d,"redis-cli --latency: ability to run non interactively.

This feature was proposed by @rosmo in PR #2643 and later redesigned
in order to fit better with the other options for non-interactive modes
of redis-cli. The idea is basically to allow to collect latency
information in scripts, cron jobs or whateever, just running for a
limited time and then producing a single output.",[u'https://gitlab.kitware.com/cmake/cmake/issues/2643'],src/redis-cli.c,second/download/redis/redis-old-new/redis-old-new/antirez_redis_old_file_18.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_new_file_18.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_patch_18.cpp,second/download/redis/redis-gumtree/antirez_redis_old_hunk_24.cpp,second/download/redis/redis-gumtree/antirez_redis_new_hunk_24.cpp,1472,1478,1471,1486,,"printf(""%lld,%lld,%.2f,%lld\n"", min, max, avg, count);",7,second/download/redis/redis-gumtree/antirez_redis_old_new_old_log_12.cpp,second/download/redis/redis-gumtree/antirez_redis_old_new_new_log_12.cpp,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_old_function_12.cpp,-1,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_new_function_12.cpp,6
26e638a8e917608d8e75b07e5e941c7a24462c4d,"redis-cli --latency: ability to run non interactively.

This feature was proposed by @rosmo in PR #2643 and later redesigned
in order to fit better with the other options for non-interactive modes
of redis-cli. The idea is basically to allow to collect latency
information in scripts, cron jobs or whateever, just running for a
limited time and then producing a single output.",[u'https://gitlab.kitware.com/cmake/cmake/issues/2643'],src/redis-cli.c,second/download/redis/redis-old-new/redis-old-new/antirez_redis_old_file_18.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_new_file_18.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_patch_18.cpp,second/download/redis/redis-gumtree/antirez_redis_old_hunk_24.cpp,second/download/redis/redis-gumtree/antirez_redis_new_hunk_24.cpp,1472,1478,1471,1488,,"printf(""%lld %lld %.2f %lld\n"", min, max, avg, count);",7,second/download/redis/redis-gumtree/antirez_redis_old_new_old_log_13.cpp,second/download/redis/redis-gumtree/antirez_redis_old_new_new_log_13.cpp,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_old_function_13.cpp,-1,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_new_function_13.cpp,8
26e638a8e917608d8e75b07e5e941c7a24462c4d,"redis-cli --latency: ability to run non interactively.

This feature was proposed by @rosmo in PR #2643 and later redesigned
in order to fit better with the other options for non-interactive modes
of redis-cli. The idea is basically to allow to collect latency
information in scripts, cron jobs or whateever, just running for a
limited time and then producing a single output.",[u'https://gitlab.kitware.com/cmake/cmake/issues/2643'],src/redis-cli.c,second/download/redis/redis-old-new/redis-old-new/antirez_redis_old_file_18.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_new_file_18.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_patch_18.cpp,second/download/redis/redis-gumtree/antirez_redis_old_hunk_25.cpp,second/download/redis/redis-gumtree/antirez_redis_new_hunk_25.cpp,1503,1529,1505,-1,"f(""\x1b[0G\x1b[2Kmin: %lld, max: %lld, avg: %.2f (%lld samples)"",
            min, max, avg, count);",,7,second/download/redis/redis-gumtree/antirez_redis_old_new_old_log_14.cpp,second/download/redis/redis-gumtree/antirez_redis_old_new_new_log_14.cpp,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_old_function_14.cpp,29,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_new_function_14.cpp,-1
26e638a8e917608d8e75b07e5e941c7a24462c4d,"redis-cli --latency: ability to run non interactively.

This feature was proposed by @rosmo in PR #2643 and later redesigned
in order to fit better with the other options for non-interactive modes
of redis-cli. The idea is basically to allow to collect latency
information in scripts, cron jobs or whateever, just running for a
limited time and then producing a single output.",[u'https://gitlab.kitware.com/cmake/cmake/issues/2643'],src/redis-cli.c,second/download/redis/redis-old-new/redis-old-new/antirez_redis_old_file_18.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_new_file_18.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_patch_18.cpp,second/download/redis/redis-gumtree/antirez_redis_old_hunk_25.cpp,second/download/redis/redis-gumtree/antirez_redis_new_hunk_25.cpp,1503,1529,1505,1533,,"printf(""\x1b[0G\x1b[2K"");",7,second/download/redis/redis-gumtree/antirez_redis_old_new_old_log_15.cpp,second/download/redis/redis-gumtree/antirez_redis_old_new_new_log_15.cpp,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_old_function_15.cpp,29,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_new_function_15.cpp,39
f8547e53f0d80b4cd2a84c6d39d1e08a470f0a2c,"Added GEORADIUS(BYMEMBER)_RO variants for read-only operations.

Issue #4084 shows how for a design error, GEORADIUS is a write command
because of the STORE option. Because of this it does not work
on readonly slaves, gets redirected to masters in Redis Cluster even
when the connection is in READONLY mode and so forth.

To break backward compatibility at this stage, with Redis 4.0 to be in
advanced RC state, is problematic for the user base. The API can be
fixed into the unstable branch soon if we'll decide to do so in order to
be more consistent, and reease Redis 5.0 with this incompatibility in
the future. This is still unclear.

However, the ability to scale GEO queries in slaves easily is too
important so this commit adds two read-only variants to the GEORADIUS
and GEORADIUSBYMEMBER command: GEORADIUS_RO and GEORADIUSBYMEMBER_RO.
The commands are exactly as the original commands, but they do not
accept the STORE and STOREDIST options.",[u'https://gitlab.kitware.com/cmake/cmake/issues/4084'],src/geo.c,second/download/redis/redis-old-new/redis-old-new/antirez_redis_old_file_19.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_new_file_19.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_patch_19.cpp,second/download/redis/redis-gumtree/antirez_redis_old_hunk_26.cpp,second/download/redis/redis-gumtree/antirez_redis_new_hunk_26.cpp,473,474,487,488,"addReplyError(c, ""unknown georadius search type"");","addReplyError(c, ""Unknown georadius search type"");",7,second/download/redis/redis-gumtree/antirez_redis_old_new_old_log_16.cpp,second/download/redis/redis-gumtree/antirez_redis_old_new_new_log_16.cpp,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_old_function_16.cpp,27,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_new_function_16.cpp,27
01a4b9892d0922eeafbb1bfba0f9fa70bf1a2f3b,"HMSET and MSET implementations unified. HSET now variadic.

This is the first step towards getting rid of HMSET which is a command
that does not make much sense once HSET is variadic, and has a saner
return value.",[],src/t_hash.c,second/download/redis/redis-old-new/redis-old-new/antirez_redis_old_file_20.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_new_file_20.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_patch_20.cpp,second/download/redis/redis-gumtree/antirez_redis_old_hunk_27.cpp,second/download/redis/redis-gumtree/antirez_redis_new_hunk_27.cpp,511,511,522,-1,"notifyKeyspaceEvent(NOTIFY_HASH,""hset"",c->argv[1],c->db->id);",,7,second/download/redis/redis-gumtree/antirez_redis_old_new_old_log_17.cpp,second/download/redis/redis-gumtree/antirez_redis_old_new_new_log_17.cpp,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_old_function_17.cpp,9,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_new_function_17.cpp,-1
365dd037dcc00249c7631caac82c49a9c0c8c0f6,"RDB modules values serialization format version 2.

The original RDB serialization format was not parsable without the
module loaded, becuase the structure was managed only by the module
itself. Moreover RDB is a streaming protocol in the sense that it is
both produce di an append-only fashion, and is also sometimes directly
sent to the socket (in the case of diskless replication).

The fact that modules values cannot be parsed without the relevant
module loaded is a problem in many ways: RDB checking tools must have
loaded modules even for doing things not involving the value at all,
like splitting an RDB into N RDBs by key or alike, or just checking the
RDB for sanity.

In theory module values could be just a blob of data with a prefixed
length in order for us to be able to skip it. However prefixing the values
with a length would mean one of the following:

1. To be able to write some data at a previous offset. This breaks
stremaing.
2. To bufferize values before outputting them. This breaks performances.
3. To have some chunked RDB output format. This breaks simplicity.

Moreover, the above solution, still makes module values a totally opaque
matter, with the fowllowing problems:

1. The RDB check tool can just skip the value without being able to at
least check the general structure. For datasets composed mostly of
modules values this means to just check the outer level of the RDB not
actually doing any checko on most of the data itself.
2. It is not possible to do any recovering or processing of data for which a
module no longer exists in the future, or is unknown.

So this commit implements a different solution. The modules RDB
serialization API is composed if well defined calls to store integers,
floats, doubles or strings. After this commit, the parts generated by
the module API have a one-byte prefix for each of the above emitted
parts, and there is a final EOF byte as well. So even if we don't know
exactly how to interpret a module value, we can always parse it at an
high level, check the overall structure, understand the types used to
store the information, and easily skip the whole value.

The change is backward compatible: older RDB files can be still loaded
since the new encoding has a new RDB type: MODULE_2 (of value 7).
The commit also implements the ability to check RDB files for sanity
taking advantage of the new feature.",[],src/module.c,second/download/redis/redis-old-new/redis-old-new/antirez_redis_old_file_21.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_new_file_21.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_patch_21.cpp,second/download/redis/redis-gumtree/antirez_redis_old_hunk_29.cpp,second/download/redis/redis-gumtree/antirez_redis_new_hunk_29.cpp,2889,2892,2894,2904,moduleRDBLoadError(io);,moduleRDBLoadError(io);,7,second/download/redis/redis-gumtree/antirez_redis_old_new_old_log_18.cpp,second/download/redis/redis-gumtree/antirez_redis_old_new_new_log_18.cpp,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_old_function_18.cpp,4,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_new_function_18.cpp,11
365dd037dcc00249c7631caac82c49a9c0c8c0f6,"RDB modules values serialization format version 2.

The original RDB serialization format was not parsable without the
module loaded, becuase the structure was managed only by the module
itself. Moreover RDB is a streaming protocol in the sense that it is
both produce di an append-only fashion, and is also sometimes directly
sent to the socket (in the case of diskless replication).

The fact that modules values cannot be parsed without the relevant
module loaded is a problem in many ways: RDB checking tools must have
loaded modules even for doing things not involving the value at all,
like splitting an RDB into N RDBs by key or alike, or just checking the
RDB for sanity.

In theory module values could be just a blob of data with a prefixed
length in order for us to be able to skip it. However prefixing the values
with a length would mean one of the following:

1. To be able to write some data at a previous offset. This breaks
stremaing.
2. To bufferize values before outputting them. This breaks performances.
3. To have some chunked RDB output format. This breaks simplicity.

Moreover, the above solution, still makes module values a totally opaque
matter, with the fowllowing problems:

1. The RDB check tool can just skip the value without being able to at
least check the general structure. For datasets composed mostly of
modules values this means to just check the outer level of the RDB not
actually doing any checko on most of the data itself.
2. It is not possible to do any recovering or processing of data for which a
module no longer exists in the future, or is unknown.

So this commit implements a different solution. The modules RDB
serialization API is composed if well defined calls to store integers,
floats, doubles or strings. After this commit, the parts generated by
the module API have a one-byte prefix for each of the above emitted
parts, and there is a final EOF byte as well. So even if we don't know
exactly how to interpret a module value, we can always parse it at an
high level, check the overall structure, understand the types used to
store the information, and easily skip the whole value.

The change is backward compatible: older RDB files can be still loaded
since the new encoding has a new RDB type: MODULE_2 (of value 7).
The commit also implements the ability to check RDB files for sanity
taking advantage of the new feature.",[],src/module.c,second/download/redis/redis-old-new/redis-old-new/antirez_redis_old_file_21.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_new_file_21.cpp,second/download/redis/redis-old-new/redis-old-new/antirez_redis_patch_21.cpp,second/download/redis/redis-gumtree/antirez_redis_old_hunk_30.cpp,second/download/redis/redis-gumtree/antirez_redis_new_hunk_30.cpp,2942,2952,2947,2964,moduleRDBLoadError(io);,moduleRDBLoadError(io);,7,second/download/redis/redis-gumtree/antirez_redis_old_new_old_log_19.cpp,second/download/redis/redis-gumtree/antirez_redis_old_new_new_log_19.cpp,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_old_function_19.cpp,4,second/download/redis/redis-old-new/redis-old-new-joern/antirez_redis_old_new_new_function_19.cpp,11
